Date,Region,Total Type 1 A&E Attendances,G&A beds available,G&A beds occupied,G&A occupancy rate,Total patients remaining,Staff Level,IMD_Most deprived 10%,IMD_More deprived 10-20%,IMD_More deprived 20-30%,IMD_More deprived 30-40%,IMD_More deprived 40-50%,IMD_Less deprived 40-50%,IMD_Less deprived 30-40%,IMD_Less deprived 20-30%,IMD_Less deprived 10-20%,IMD_Least deprived 10%,Pop_0-4,Pop_5-9,Pop_10-14,Pop_15-19,Pop_20-24,Pop_25-29,Pop_30-34,Pop_35-39,Pop_40-44,Pop_45-49,Pop_50-54,Pop_55-59,Pop_60-64,Pop_65-69,Pop_70-74,Pop_75-79,Pop_80-84,Pop_85-89,Pop_90+
2021-10-01,North West,206994.0,13879.0,12697.0,91.5%,,207565,25509,23265,22541,22338,22380,22274,21999,21758,21315,20549,1074763,195036,200264,310745,520134,752287,868414,728950,603986,685585,880150,1021640,1095514,1163171,1475395,1407265,1292475,1007002,685169
2021-10-01,South East,194053.0,12927.0,12100.0,93.6%,,184849,25509,23265,22541,22338,22380,22274,21999,21758,21315,20549,1074763,195036,200264,310745,520134,752287,868414,728950,603986,685585,880150,1021640,1095514,1163171,1475395,1407265,1292475,1007002,685169
2021-10-01,South West,115571.0,9644.0,9004.0,93.4%,,133741,25509,23265,22541,22338,22380,22274,21999,21758,21315,20549,1074763,195036,200264,310745,520134,752287,868414,728950,603986,685585,880150,1021640,1095514,1163171,1475395,1407265,1292475,1007002,685169
2021-11-01,East of England,141090.0,10091.0,9383.0,93.0%,,129503,25509,23265,22541,22338,22380,22274,21999,21758,21315,20549,1074763,195036,200264,310745,520134,752287,868414,728950,603986,685585,880150,1021640,1095514,1163171,1475395,1407265,1292475,1007002,685169
2021-11-01,London,226642.0,13198.0,12311.0,93.3%,,224992,25509,23265,22541,22338,22380,22274,21999,21758,21315,20549,1074763,195036,200264,310745,520134,752287,868414,728950,603986,685585,880150,1021640,1095514,1163171,1475395,1407265,1292475,1007002,685169
2021-11-01,Midlands,234438.0,17888.0,16690.0,93.3%,,255771,25509,23265,22541,22338,22380,22274,21999,21758,21315,20549,1074763,195036,200264,310745,520134,752287,868414,728950,603986,685585,880150,1021640,1095514,1163171,1475395,1407265,1292475,1007002,685169
2021-11-01,North East and Yorkshire,214852.0,16462.0,15000.0,91.1%,,227542,25509,23265,22541,22338,22380,22274,21999,21758,21315,20549,1074763,195036,200264,310745,520134,752287,868414,728950,603986,685585,880150,1021640,1095514,1163171,1475395,1407265,1292475,1007002,685169
2021-11-01,North West,195625.0,14033.0,12889.0,91.8%,,208364,25509,23265,22541,22338,22380,22274,21999,21758,21315,20549,1074763,195036,200264,310745,520134,752287,868414,728950,603986,685585,880150,1021640,1095514,1163171,1475395,1407265,1292475,1007002,685169
2021-11-01,South East,181445.0,13025.0,12193.0,93.6%,,186205,25509,23265,22541,22338,22380,22274,21999,21758,21315,20549,1074763,195036,200264,310745,520134,752287,868414,728950,603986,685585,880150,1021640,1095514,1163171,1475395,1407265,1292475,1007002,685169
2021-11-01,South West,106854.0,9689.0,9100.0,93.9%,,134470,25509,23265,22541,22338,22380,22274,21999,21758,21315,20549,1074763,195036,200264,310745,520134,752287,868414,728950,603986,685585,880150,1021640,1095514,1163171,1475395,1407265,1292475,1007002,685169
2021-12-01,East of England,133502.0,10220.0,9269.0,90.7%,,128966,25509,23265,22541,22338,22380,22274,21999,21758,21315,20549,1074763,195036,200264,310745,520134,752287,868414,728950,603986,685585,880150,1021640,1095514,1163171,1475395,1407265,1292475,1007002,685169
2021-12-01,London,211492.0,13081.0,11982.0,91.6%,,224387,25509,23265,22541,22338,22380,22274,21999,21758,21315,20549,1074763,195036,200264,310745,520134,752287,868414,728950,603986,685585,880150,1021640,1095514,1163171,1475395,1407265,1292475,1007002,685169
2021-12-01,Midlands,217552.0,17958.0,16315.0,90.9%,,254926,25509,23265,22541,22338,22380,22274,21999,21758,21315,20549,1074763,195036,200264,310745,520134,752287,868414,728950,603986,685585,880150,1021640,1095514,1163171,1475395,1407265,1292475,1007002,685169
2021-12-01,North East and Yorkshire,200823.0,16444.0,14536.0,88.4%,,226822,25509,23265,22541,22338,22380,22274,21999,21758,21315,20549,1074763,195036,200264,310745,520134,752287,868414,728950,603986,685585,880150,1021640,1095514,1163171,1475395,1407265,1292475,1007002,685169
2021-12-01,North West,181914.0,14041.0,12602.0,89.8%,,207970,25509,23265,22541,22338,22380,22274,21999,21758,21315,20549,1074763,195036,200264,310745,520134,752287,868414,728950,603986,685585,880150,1021640,1095514,1163171,1475395,1407265,1292475,1007002,685169
2021-12-01,South East,171000.0,13033.0,11969.0,91.8%,,185769,25509,23265,22541,22338,22380,22274,21999,21758,21315,20549,1074763,195036,200264,310745,520134,752287,868414,728950,603986,685585,880150,1021640,1095514,1163171,1475395,1407265,1292475,1007002,685169
2021-12-01,South West,100397.0,9613.0,8925.0,92.8%,,134085,25509,23265,22541,22338,22380,22274,21999,21758,21315,20549,1074763,195036,200264,310745,520134,752287,868414,728950,603986,685585,880150,1021640,1095514,1163171,1475395,1407265,1292475,1007002,685169
2022-01-01,East of England,132730.0,10205.0,9327.0,91.4%,,129681,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-01-01,London,212364.0,13167.0,12061.0,91.6%,,226087,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-01-01,Midlands,218593.0,18208.0,16731.0,91.9%,,256789,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-01-01,North East and Yorkshire,198617.0,16473.0,14930.0,90.6%,,228089,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-01-01,North West,177888.0,13995.0,12793.0,91.4%,,208879,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-01-01,South East,172852.0,13129.0,12140.0,92.5%,,187149,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-01-01,South West,99663.0,9664.0,9102.0,94.2%,,134971,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-02-01,East of England,129778.0,10348.0,9539.0,92.2%,,130110,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-02-01,London,205179.0,13436.0,12454.0,92.7%,,226619,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-02-01,Midlands,211458.0,18318.0,16953.0,92.5%,,257591,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-02-01,North East and Yorkshire,192006.0,16540.0,15053.0,91.0%,,228481,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-02-01,North West,173551.0,14085.0,12965.0,92.0%,,209323,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-02-01,South East,166009.0,13287.0,12422.0,93.5%,,187747,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-02-01,South West,95880.0,9876.0,9367.0,94.8%,,135214,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-03-01,East of England,151587.0,10326.0,9550.0,92.5%,,130398,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-03-01,London,239798.0,13386.0,12464.0,93.1%,,227341,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-03-01,Midlands,249504.0,18313.0,16937.0,92.5%,,258114,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-03-01,North East and Yorkshire,229360.0,16591.0,15106.0,91.0%,,228712,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-03-01,North West,207973.0,14149.0,13016.0,92.0%,,209811,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-03-01,South East,197863.0,13263.0,12413.0,93.6%,,188084,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-03-01,South West,110888.0,9917.0,9382.0,94.6%,,135591,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-04-01,East of England,137648.0,10386.0,9561.0,92.1%,37029.0,129882,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-04-01,London,221715.0,13390.0,12459.0,93.0%,31207.0,226670,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-04-01,Midlands,232131.0,18395.0,17006.0,92.4%,58037.0,257376,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-04-01,North East and Yorkshire,209152.0,16859.0,15381.0,91.2%,69473.0,228124,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-04-01,North West,191124.0,14231.0,13095.0,92.0%,66362.0,209117,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-04-01,South East,182091.0,13408.0,12499.0,93.2%,55757.0,187175,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-04-01,South West,105684.0,9956.0,9439.0,94.8%,59834.0,135306,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-05-01,East of England,154302.0,10377.0,9626.0,92.8%,35564.0,130042,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-05-01,London,244217.0,13424.0,12546.0,93.5%,34159.0,227234,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-05-01,Midlands,253124.0,18465.0,17184.0,93.1%,60382.0,258294,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-05-01,North East and Yorkshire,228730.0,16800.0,15373.0,91.5%,68607.0,228474,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-05-01,North West,205655.0,14249.0,13072.0,91.7%,65819.0,209661,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-05-01,South East,201322.0,13411.0,12518.0,93.3%,53578.0,187630,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-05-01,South West,114765.0,9966.0,9430.0,94.6%,60679.0,135510,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-06-01,East of England,149587.0,10294.0,9599.0,93.2%,33753.0,130133,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-06-01,London,240051.0,13413.0,12526.0,93.4%,31227.0,227286,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-06-01,Midlands,246460.0,18339.0,17188.0,93.7%,57453.0,258364,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-06-01,North East and Yorkshire,223426.0,16736.0,15324.0,91.6%,61418.0,228550,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-06-01,North West,197682.0,14269.0,13144.0,92.1%,61495.0,209978,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-06-01,South East,196987.0,13401.0,12499.0,93.3%,52026.0,187654,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-06-01,South West,113711.0,9918.0,9376.0,94.5%,52830.0,135457,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-07-01,East of England,150573.0,10385.0,9684.0,93.2%,40678.0,129949,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-07-01,London,236678.0,13391.0,12516.0,93.5%,34307.0,227686,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-07-01,Midlands,243086.0,18228.0,17013.0,93.3%,68297.0,258424,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-07-01,North East and Yorkshire,224944.0,16703.0,15282.0,91.5%,70819.0,228379,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-07-01,North West,197870.0,14279.0,13202.0,92.5%,72285.0,210040,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-07-01,South East,196774.0,13459.0,12644.0,93.9%,58039.0,187643,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-07-01,South West,115722.0,9930.0,9392.0,94.6%,60082.0,135715,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-08-01,East of England,139342.0,10383.0,9645.0,92.9%,37738.0,130292,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-08-01,London,214186.0,13342.0,12383.0,92.8%,39001.0,228142,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-08-01,Midlands,227628.0,18202.0,16934.0,93.0%,67001.0,259218,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-08-01,North East and Yorkshire,209580.0,16696.0,15226.0,91.2%,73404.0,229320,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-08-01,North West,188717.0,14353.0,13260.0,92.4%,72946.0,211131,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-08-01,South East,185536.0,13483.0,12632.0,93.7%,61120.0,187928,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-08-01,South West,111724.0,9966.0,9429.0,94.6%,64690.0,136085,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-09-01,East of England,139067.0,10396.0,9765.0,93.9%,39343.0,131228,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-09-01,London,218772.0,13369.0,12582.0,94.1%,40189.0,229631,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-09-01,Midlands,227843.0,18255.0,17105.0,93.7%,62364.0,261057,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-09-01,North East and Yorkshire,207715.0,16802.0,15448.0,91.9%,69817.0,230969,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-09-01,North West,187405.0,14344.0,13361.0,93.1%,68800.0,213035,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-09-01,South East,184880.0,13547.0,12795.0,94.4%,58353.0,189342,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-09-01,South West,108998.0,9955.0,9434.0,94.8%,61537.0,137240,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-10-01,East of England,150383.0,10474.0,9926.0,94.8%,37888.0,131978,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-10-01,London,237549.0,13504.0,12813.0,94.9%,42939.0,232124,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-10-01,Midlands,247521.0,18303.0,17328.0,94.7%,64901.0,263208,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-10-01,North East and Yorkshire,221867.0,16874.0,15659.0,92.8%,71506.0,232834,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-10-01,North West,199100.0,14424.0,13491.0,93.5%,74291.0,214836,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-10-01,South East,199246.0,13657.0,12985.0,95.1%,65696.0,190938,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-10-01,South West,114246.0,10051.0,9551.0,95.0%,65306.0,137965,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-11-01,East of England,148904.0,10505.0,9925.0,94.5%,35592.0,132531,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-11-01,London,236409.0,13583.0,12891.0,94.9%,41368.0,233519,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-11-01,Midlands,247883.0,18430.0,17475.0,94.8%,67163.0,264579,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-11-01,North East and Yorkshire,223774.0,16694.0,15550.0,93.1%,65131.0,233883,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-11-01,North West,198709.0,14447.0,13530.0,93.7%,72517.0,215846,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-11-01,South East,198559.0,13524.0,12888.0,95.3%,63998.0,192045,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-11-01,South West,111177.0,10025.0,9533.0,95.1%,61192.0,138647,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-12-01,East of England,154138.0,10640.0,10072.0,94.7%,36737.0,132619,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-12-01,London,239846.0,13680.0,12904.0,94.3%,43841.0,233615,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-12-01,Midlands,253587.0,18617.0,17608.0,94.6%,70536.0,264195,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-12-01,North East and Yorkshire,231218.0,17113.0,15881.0,92.8%,67776.0,233886,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-12-01,North West,204726.0,14449.0,13477.0,93.3%,71292.0,215411,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-12-01,South East,211120.0,13663.0,13044.0,95.5%,66499.0,191749,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
2022-12-01,South West,115592.0,10055.0,9534.0,94.8%,59929.0,138575,30630,28607,27079,26964,27317,26933,27471,27146,27277,25717,1348667,265175,264540,388677,604284,862850,1026278,883672,761419,811670,1074502,1265408,1372881,1450996,1807503,1793366,1512024,1153201,761054
